,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8355 ± 0.0160,0.6534 ± 0.0649,0.6640 ± 0.0661,0.6544 ± 0.0606,0.7750 ± 0.0345,0.8397 ± 0.0178,0.8355 ± 0.0160,0.8358 ± 0.0159,0.8397 ± 0.0156,0.8483 ± 0.0114,0.6873 ± 0.0462,0.6855 ± 0.0423,0.6848 ± 0.0419,0.7914 ± 0.0216,0.8481 ± 0.0111,0.8483 ± 0.0114,0.8480 ± 0.0111,0.8527 ± 0.0111
random_forest,0.8960 ± 0.0113,0.7261 ± 0.1545,0.6507 ± 0.0449,0.6633 ± 0.0693,0.9516 ± 0.0109,0.8854 ± 0.0181,0.8960 ± 0.0113,0.8879 ± 0.0127,0.9593 ± 0.0071,0.9009 ± 0.0040,0.8196 ± 0.0560,0.6766 ± 0.0310,0.7016 ± 0.0398,0.9599 ± 0.0043,0.8959 ± 0.0059,0.9009 ± 0.0040,0.8943 ± 0.0042,0.9622 ± 0.0027
extra_trees,0.8956 ± 0.0110,0.6644 ± 0.1192,0.6277 ± 0.0257,0.6282 ± 0.0401,0.9557 ± 0.0067,0.8795 ± 0.0167,0.8956 ± 0.0110,0.8855 ± 0.0118,0.9604 ± 0.0075,0.8962 ± 0.0051,0.6815 ± 0.1212,0.6296 ± 0.0238,0.6313 ± 0.0402,0.9616 ± 0.0057,0.8789 ± 0.0119,0.8962 ± 0.0051,0.8853 ± 0.0057,0.9622 ± 0.0030
xgboost,0.8908 ± 0.0079,0.7499 ± 0.0637,0.6921 ± 0.0528,0.7061 ± 0.0519,0.9340 ± 0.0157,0.8861 ± 0.0102,0.8908 ± 0.0079,0.8867 ± 0.0085,0.9416 ± 0.0053,0.8918 ± 0.0066,0.7724 ± 0.0480,0.7035 ± 0.0211,0.7260 ± 0.0282,0.9379 ± 0.0092,0.8874 ± 0.0070,0.8918 ± 0.0066,0.8884 ± 0.0062,0.9478 ± 0.0054
adaboost,0.8678 ± 0.0191,0.7037 ± 0.0532,0.7207 ± 0.0380,0.7073 ± 0.0412,0.9148 ± 0.0213,0.8734 ± 0.0159,0.8678 ± 0.0191,0.8699 ± 0.0173,0.9098 ± 0.0205,0.8792 ± 0.0106,0.7584 ± 0.0364,0.7406 ± 0.0370,0.7485 ± 0.0357,0.9224 ± 0.0080,0.8784 ± 0.0108,0.8792 ± 0.0106,0.8786 ± 0.0108,0.9202 ± 0.0073
svm,0.8978 ± 0.0047,0.6330 ± 0.1045,0.6211 ± 0.0140,0.6152 ± 0.0250,0.9446 ± 0.0102,0.8807 ± 0.0092,0.8978 ± 0.0047,0.8869 ± 0.0051,0.9565 ± 0.0072,0.9006 ± 0.0054,0.7174 ± 0.1577,0.6335 ± 0.0235,0.6348 ± 0.0403,0.9477 ± 0.0053,0.8864 ± 0.0139,0.9006 ± 0.0054,0.8894 ± 0.0062,0.9571 ± 0.0028
logistic_regression,0.8744 ± 0.0148,0.6949 ± 0.0248,0.7326 ± 0.0368,0.7031 ± 0.0225,0.9336 ± 0.0175,0.8882 ± 0.0100,0.8744 ± 0.0148,0.8773 ± 0.0123,0.9490 ± 0.0076,0.8907 ± 0.0063,0.7349 ± 0.0155,0.7672 ± 0.0225,0.7479 ± 0.0180,0.9329 ± 0.0107,0.8962 ± 0.0062,0.8907 ± 0.0063,0.8919 ± 0.0062,0.9485 ± 0.0033
knn,0.8597 ± 0.0139,0.6777 ± 0.0948,0.6478 ± 0.0484,0.6438 ± 0.0439,0.8315 ± 0.0251,0.8696 ± 0.0106,0.8597 ± 0.0139,0.8547 ± 0.0133,0.9098 ± 0.0104,0.8668 ± 0.0058,0.7028 ± 0.0336,0.6854 ± 0.0230,0.6874 ± 0.0263,0.8543 ± 0.0141,0.8751 ± 0.0061,0.8668 ± 0.0058,0.8636 ± 0.0062,0.9179 ± 0.0073
gaussian_nb,0.8374 ± 0.0374,0.6627 ± 0.0523,0.7268 ± 0.0650,0.6663 ± 0.0594,0.8538 ± 0.0472,0.8828 ± 0.0163,0.8374 ± 0.0374,0.8524 ± 0.0296,0.9231 ± 0.0117,0.8363 ± 0.0172,0.6617 ± 0.0134,0.7545 ± 0.0316,0.6731 ± 0.0217,0.8656 ± 0.0166,0.8814 ± 0.0037,0.8363 ± 0.0172,0.8521 ± 0.0119,0.9217 ± 0.0034
